Country Name,Country Code,Indicator Name,Indicator Code
Seychelles,SYC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Seychelles,SYC,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Seychelles,SYC,Voice and Accountability: Estimate,VA.EST
Sierra Leone,SLE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS
Sierra Leone,SLE,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Sierra Leone,SLE,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Sierra Leone,SLE,Agricultural land (% of land area),AG.LND.AGRI.ZS
Sierra Leone,SLE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Sierra Leone,SLE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Sierra Leone,SLE,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Sierra Leone,SLE,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Sierra Leone,SLE,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Sierra Leone,SLE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Sierra Leone,SLE,Control of Corruption: Estimate,CC.EST
Sierra Leone,SLE,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Sierra Leone,SLE,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Sierra Leone,SLE,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Sierra Leone,SLE,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Sierra Leone,SLE,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Sierra Leone,SLE,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Sierra Leone,SLE,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Sierra Leone,SLE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Sierra Leone,SLE,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS
Sierra Leone,SLE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Sierra Leone,SLE,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Sierra Leone,SLE,Gini index (World Bank estimate),SI.POV.GINI
Sierra Leone,SLE,Government Effectiveness: Estimate,GE.EST
Sierra Leone,SLE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Sierra Leone,SLE,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Sierra Leone,SLE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Sierra Leone,SLE,Income share held by lowest 20%,SI.DST.FRST.20
Sierra Leone,SLE,Individuals using the Internet (% of population),IT.NET.USER.ZS
Sierra Leone,SLE,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Sierra Leone,SLE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Sierra Leone,SLE,"Mammal species, threatened",EN.MAM.THRD.NO
Sierra Leone,SLE,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Sierra Leone,SLE,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Sierra Leone,SLE,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Sierra Leone,SLE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Sierra Leone,SLE,Net migration,SM.POP.NETM
Sierra Leone,SLE,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Sierra Leone,SLE,"Patent applications, residents",IP.PAT.RESD
Sierra Leone,SLE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Sierra Leone,SLE,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Sierra Leone,SLE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Sierra Leone,SLE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Sierra Leone,SLE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Sierra Leone,SLE,Population density (people per sq. km of land area),EN.POP.DNST
Sierra Leone,SLE,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Sierra Leone,SLE,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Sierra Leone,SLE,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Sierra Leone,SLE,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Sierra Leone,SLE,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Sierra Leone,SLE,Regulatory Quality: Estimate,RQ.EST
Sierra Leone,SLE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Sierra Leone,SLE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Sierra Leone,SLE,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Sierra Leone,SLE,Rule of Law: Estimate,RL.EST
Sierra Leone,SLE,"School enrollment, primary (% gross)",SE.PRM.ENRR
Sierra Leone,SLE,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Sierra Leone,SLE,Scientific and technical journal articles,IP.JRN.ARTC.SC
Sierra Leone,SLE,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Sierra Leone,SLE,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Sierra Leone,SLE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Sierra Leone,SLE,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Sierra Leone,SLE,Voice and Accountability: Estimate,VA.EST
Singapore,SGP,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS
Singapore,SGP,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Singapore,SGP,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Singapore,SGP,Agricultural land (% of land area),AG.LND.AGRI.ZS
Singapore,SGP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Singapore,SGP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Singapore,SGP,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Singapore,SGP,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Singapore,SGP,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Singapore,SGP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Singapore,SGP,Control of Corruption: Estimate,CC.EST
Singapore,SGP,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Singapore,SGP,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Singapore,SGP,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Singapore,SGP,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Singapore,SGP,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Singapore,SGP,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Singapore,SGP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Singapore,SGP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Singapore,SGP,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS
Singapore,SGP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Singapore,SGP,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Singapore,SGP,Gini index (World Bank estimate),SI.POV.GINI
Singapore,SGP,Government Effectiveness: Estimate,GE.EST
Singapore,SGP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Singapore,SGP,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Singapore,SGP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Singapore,SGP,Income share held by lowest 20%,SI.DST.FRST.20
Singapore,SGP,Individuals using the Internet (% of population),IT.NET.USER.ZS
Singapore,SGP,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Singapore,SGP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Singapore,SGP,"Mammal species, threatened",EN.MAM.THRD.NO
Singapore,SGP,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Singapore,SGP,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Singapore,SGP,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Singapore,SGP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Singapore,SGP,Net migration,SM.POP.NETM
Singapore,SGP,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Singapore,SGP,"Patent applications, residents",IP.PAT.RESD
Singapore,SGP,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Singapore,SGP,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Singapore,SGP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Singapore,SGP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Singapore,SGP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST
Singapore,SGP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Singapore,SGP,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Singapore,SGP,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Singapore,SGP,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Singapore,SGP,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Singapore,SGP,Regulatory Quality: Estimate,RQ.EST
Singapore,SGP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Singapore,SGP,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Singapore,SGP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Singapore,SGP,Rule of Law: Estimate,RL.EST
Singapore,SGP,"School enrollment, primary (% gross)",SE.PRM.ENRR
Singapore,SGP,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Singapore,SGP,Scientific and technical journal articles,IP.JRN.ARTC.SC
Singapore,SGP,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Singapore,SGP,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Singapore,SGP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Singapore,SGP,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Singapore,SGP,Voice and Accountability: Estimate,VA.EST
Slovak Republic,SVK,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS
Slovak Republic,SVK,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Slovak Republic,SVK,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Slovak Republic,SVK,Agricultural land (% of land area),AG.LND.AGRI.ZS
Slovak Republic,SVK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Slovak Republic,SVK,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Slovak Republic,SVK,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Slovak Republic,SVK,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Slovak Republic,SVK,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Slovak Republic,SVK,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Slovak Republic,SVK,Control of Corruption: Estimate,CC.EST
Slovak Republic,SVK,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Slovak Republic,SVK,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Slovak Republic,SVK,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Slovak Republic,SVK,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Slovak Republic,SVK,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Slovak Republic,SVK,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Slovak Republic,SVK,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Slovak Republic,SVK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Slovak Republic,SVK,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS
Slovak Republic,SVK,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Slovak Republic,SVK,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Slovak Republic,SVK,Gini index (World Bank estimate),SI.POV.GINI
Slovak Republic,SVK,Government Effectiveness: Estimate,GE.EST
Slovak Republic,SVK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Slovak Republic,SVK,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Slovak Republic,SVK,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Slovak Republic,SVK,Income share held by lowest 20%,SI.DST.FRST.20
Slovak Republic,SVK,Individuals using the Internet (% of population),IT.NET.USER.ZS
Slovak Republic,SVK,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Slovak Republic,SVK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Slovak Republic,SVK,"Mammal species, threatened",EN.MAM.THRD.NO
Slovak Republic,SVK,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Slovak Republic,SVK,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Slovak Republic,SVK,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Slovak Republic,SVK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Slovak Republic,SVK,Net migration,SM.POP.NETM
Slovak Republic,SVK,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Slovak Republic,SVK,"Patent applications, residents",IP.PAT.RESD
Slovak Republic,SVK,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Slovak Republic,SVK,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Slovak Republic,SVK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Slovak Republic,SVK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Slovak Republic,SVK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Slovak Republic,SVK,Population density (people per sq. km of land area),EN.POP.DNST
Slovak Republic,SVK,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Slovak Republic,SVK,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Slovak Republic,SVK,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Slovak Republic,SVK,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Slovak Republic,SVK,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Slovak Republic,SVK,Regulatory Quality: Estimate,RQ.EST
Slovak Republic,SVK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Slovak Republic,SVK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Slovak Republic,SVK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Slovak Republic,SVK,Rule of Law: Estimate,RL.EST
Slovak Republic,SVK,"School enrollment, primary (% gross)",SE.PRM.ENRR
Slovak Republic,SVK,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Slovak Republic,SVK,Scientific and technical journal articles,IP.JRN.ARTC.SC
Slovak Republic,SVK,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Slovak Republic,SVK,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Slovak Republic,SVK,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Slovak Republic,SVK,Voice and Accountability: Estimate,VA.EST
Slovenia,SVN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS
Slovenia,SVN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Slovenia,SVN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Slovenia,SVN,Agricultural land (% of land area),AG.LND.AGRI.ZS
Slovenia,SVN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Slovenia,SVN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Slovenia,SVN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Slovenia,SVN,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Slovenia,SVN,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Slovenia,SVN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Slovenia,SVN,Control of Corruption: Estimate,CC.EST
Slovenia,SVN,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Slovenia,SVN,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Slovenia,SVN,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Slovenia,SVN,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Slovenia,SVN,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Slovenia,SVN,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Slovenia,SVN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Slovenia,SVN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Slovenia,SVN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS
Slovenia,SVN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Slovenia,SVN,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Slovenia,SVN,Gini index (World Bank estimate),SI.POV.GINI
Slovenia,SVN,Government Effectiveness: Estimate,GE.EST
Slovenia,SVN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Slovenia,SVN,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Slovenia,SVN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Slovenia,SVN,Income share held by lowest 20%,SI.DST.FRST.20
Slovenia,SVN,Individuals using the Internet (% of population),IT.NET.USER.ZS
Slovenia,SVN,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Slovenia,SVN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Slovenia,SVN,"Mammal species, threatened",EN.MAM.THRD.NO
Slovenia,SVN,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Slovenia,SVN,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Slovenia,SVN,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Slovenia,SVN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Slovenia,SVN,Net migration,SM.POP.NETM
Slovenia,SVN,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC
Slovenia,SVN,"Patent applications, residents",IP.PAT.RESD
Slovenia,SVN,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS
Slovenia,SVN,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS
Slovenia,SVN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3
Slovenia,SVN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST
Slovenia,SVN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS
Slovenia,SVN,Population density (people per sq. km of land area),EN.POP.DNST
Slovenia,SVN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC
Slovenia,SVN,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS
Slovenia,SVN,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS
Slovenia,SVN,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS
Slovenia,SVN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS
Slovenia,SVN,Regulatory Quality: Estimate,RQ.EST
Slovenia,SVN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS
Slovenia,SVN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS
Slovenia,SVN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS
Slovenia,SVN,Rule of Law: Estimate,RL.EST
Slovenia,SVN,"School enrollment, primary (% gross)",SE.PRM.ENRR
Slovenia,SVN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS
Slovenia,SVN,Scientific and technical journal articles,IP.JRN.ARTC.SC
Slovenia,SVN,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ
Slovenia,SVN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS
Slovenia,SVN,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT
Slovenia,SVN,Voice and Accountability: Estimate,VA.EST
Solomon Islands,SLB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS
Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS
Solomon Islands,SLB,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS
Solomon Islands,SLB,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS
Solomon Islands,SLB,Agricultural land (% of land area),AG.LND.AGRI.ZS
Solomon Islands,SLB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS
Solomon Islands,SLB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS
Solomon Islands,SLB,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG
Solomon Islands,SLB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS
Solomon Islands,SLB,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS
Solomon Islands,SLB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC
Solomon Islands,SLB,Control of Corruption: Estimate,CC.EST
Solomon Islands,SLB,Cooling Degree Days (projected change in number of degree Celsius),EN.CLC.CDDY.XD
Solomon Islands,SLB,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",EN.CLC.MDAT.ZS
Solomon Islands,SLB,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ
Solomon Islands,SLB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS
Solomon Islands,SLB,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS
Solomon Islands,SLB,Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD
Solomon Islands,SLB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE
Solomon Islands,SLB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN
Solomon Islands,SLB,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS
Solomon Islands,SLB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG
Solomon Islands,SLB,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE
Solomon Islands,SLB,Gini index (World Bank estimate),SI.POV.GINI
Solomon Islands,SLB,Government Effectiveness: Estimate,GE.EST
Solomon Islands,SLB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS
Solomon Islands,SLB,Heat Index 35 (projected change in days),EN.CLC.HEAT.XD
Solomon Islands,SLB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS
Solomon Islands,SLB,Income share held by lowest 20%,SI.DST.FRST.20
Solomon Islands,SLB,Individuals using the Internet (% of population),IT.NET.USER.ZS
Solomon Islands,SLB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN
Solomon Islands,SLB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS
Solomon Islands,SLB,"Mammal species, threatened",EN.MAM.THRD.NO
Solomon Islands,SLB,"Maximum 5-day Rainfall, 25-year Return Level (projected change in mm)",EN.CLC.PRCP.XD
Solomon Islands,SLB,"Mean Drought Index (projected change, unitless)",EN.CLC.SPEI.XD
Solomon Islands,SLB,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC
Solomon Islands,SLB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT
Solomon Islands,SLB,Net migration,SM.POP.NETM
